date,fyrirtaeki,flokkur,n
2023-11-01,Gallup,Píratar,322
2023-11-01,Gallup,Samfylkingin,972
2023-11-01,Gallup,Vinstri Græn,176
2023-11-01,Gallup,Annað,28
2023-10-01,Gallup,Sjálfstæðisflokkurinn,804
2023-10-01,Gallup,Framsóknarflokkurinn,290
2023-10-01,Gallup,Viðreisn,294
2023-10-01,Gallup,Flokkur Fólksins,255
2023-10-01,Gallup,Sósíalistaflokkurinn,161
2023-10-01,Gallup,Miðflokkurinn,337
2023-10-01,Gallup,Píratar,400
2023-10-01,Gallup,Samfylkingin,1141
2023-10-01,Gallup,Vinstri Græn,235
2023-10-01,Gallup,Annað,0
2023-09-01,Gallup,Sjálfstæðisflokkurinn,820
2023-09-01,Gallup,Framsóknarflokkurinn,326
2023-09-01,Gallup,Viðreisn,318
2023-09-01,Gallup,Flokkur Fólksins,229
2023-09-01,Gallup,Sósíalistaflokkurinn,157
2023-09-01,Gallup,Miðflokkurinn,346
2023-09-01,Gallup,Píratar,386
2023-09-01,Gallup,Samfylkingin,1210
2023-09-01,Gallup,Vinstri Græn,229
2023-09-01,Gallup,Annað,0
2023-08-01,Gallup,Sjálfstæðisflokkurinn,774
2023-08-01,Gallup,Framsóknarflokkurinn,275
2023-08-01,Gallup,Viðreisn,264
2023-08-01,Gallup,Flokkur Fólksins,231
2023-08-01,Gallup,Sósíalistaflokkurinn,161
2023-08-01,Gallup,Miðflokkurinn,319
2023-08-01,Gallup,Píratar,378
2023-08-01,Gallup,Samfylkingin,1046
2023-08-01,Gallup,Vinstri Græn,217
2023-08-01,Gallup,Annað,0
2023-07-01,Gallup,Sjálfstæðisflokkurinn,764
2023-07-01,Gallup,Framsóknarflokkurinn,324
2023-07-01,Gallup,Viðreisn,255
2023-07-01,Gallup,Flokkur Fólksins,207
2023-07-01,Gallup,Sósíalistaflokkurinn,131
2023-07-01,Gallup,Miðflokkurinn,309
2023-07-01,Gallup,Píratar,382
2023-07-01,Gallup,Samfylkingin,1041
2023-07-01,Gallup,Vinstri Græn,222
2023-07-01,Gallup,Annað,4
2023-06-01,Gallup,Sjálfstæðisflokkurinn,853
2023-06-01,Gallup,Framsóknarflokkurinn,357
2023-06-01,Gallup,Viðreisn,332
2023-06-01,Gallup,Flokkur Fólksins,234
2023-06-01,Gallup,Sósíalistaflokkurinn,189
2023-06-01,Gallup,Miðflokkurinn,320
2023-06-01,Gallup,Píratar,398
2023-06-01,Gallup,Samfylkingin,1164
2023-06-01,Gallup,Vinstri Græn,254
2023-06-01,Gallup,Annað,0
2023-05-01,Gallup,Sjálfstæðisflokkurinn,792
2023-05-01,Gallup,Framsóknarflokkurinn,389
2023-05-01,Gallup,Viðreisn,290
2023-05-01,Gallup,Flokkur Fólksins,210
2023-05-01,Gallup,Sósíalistaflokkurinn,187
2023-05-01,Gallup,Miðflokkurinn,263
2023-05-01,Gallup,Píratar,385
2023-05-01,Gallup,Samfylkingin,1082
2023-05-01,Gallup,Vinstri Græn,217
2023-05-01,Gallup,Annað,0
2023-04-01,Gallup,Sjálfstæðisflokkurinn,802
2023-04-01,Gallup,Framsóknarflokkurinn,351
2023-04-01,Gallup,Viðreisn,271
2023-04-01,Gallup,Flokkur Fólksins,220
2023-04-01,Gallup,Sósíalistaflokkurinn,161
2023-04-01,Gallup,Miðflokkurinn,227
2023-04-01,Gallup,Píratar,366
2023-04-01,Gallup,Samfylkingin,1017
2023-04-01,Gallup,Vinstri Græn,242
2023-04-01,Gallup,Annað,0
2023-03-01,Gallup,Sjálfstæðisflokkurinn,957
2023-03-01,Gallup,Framsóknarflokkurinn,425
2023-03-01,Gallup,Viðreisn,390
2023-03-01,Gallup,Flokkur Fólksins,240
2023-03-01,Gallup,Sósíalistaflokkurinn,219
2023-03-01,Gallup,Miðflokkurinn,270
2023-03-01,Gallup,Píratar,403
2023-03-01,Gallup,Samfylkingin,1077
2023-03-01,Gallup,Vinstri Græn,305
2023-03-01,Gallup,Annað,0
2023-02-01,Gallup,Sjálfstæðisflokkurinn,803
2023-02-01,Gallup,Framsóknarflokkurinn,386
2023-02-01,Gallup,Viðreisn,275
2023-02-01,Gallup,Flokkur Fólksins,200
2023-02-01,Gallup,Sósíalistaflokkurinn,178
2023-02-01,Gallup,Miðflokkurinn,189
2023-02-01,Gallup,Píratar,432
2023-02-01,Gallup,Samfylkingin,857
2023-02-01,Gallup,Vinstri Græn,243
2023-02-01,Gallup,Annað,11
2023-01-01,Gallup,Sjálfstæðisflokkurinn,832
2023-01-01,Gallup,Framsóknarflokkurinn,400
2023-01-01,Gallup,Viðreisn,258
2023-01-01,Gallup,Flokkur Fólksins,195
2023-01-01,Gallup,Sósíalistaflokkurinn,156
2023-01-01,Gallup,Miðflokkurinn,195
2023-01-01,Gallup,Píratar,368
2023-01-01,Gallup,Samfylkingin,896
2023-01-01,Gallup,Vinstri Græn,241
2023-01-01,Gallup,Annað,0
2022-12-01,Gallup,Sjálfstæðisflokkurinn,609
2022-12-01,Gallup,Framsóknarflokkurinn,310
2022-12-01,Gallup,Viðreisn,177
2022-12-01,Gallup,Flokkur Fólksins,159
2022-12-01,Gallup,Sósíalistaflokkurinn,118
2022-12-01,Gallup,Miðflokkurinn,118
2022-12-01,Gallup,Píratar,289
2022-12-01,Gallup,Samfylkingin,599
2022-12-01,Gallup,Vinstri Græn,174
2022-12-01,Gallup,Annað,8
2022-11-01,Gallup,Sjálfstæðisflokkurinn,1003
2022-11-01,Gallup,Framsóknarflokkurinn,508
2022-11-01,Gallup,Viðreisn,308
2022-11-01,Gallup,Flokkur Fólksins,187
2022-11-01,Gallup,Sósíalistaflokkurinn,216
2022-11-01,Gallup,Miðflokkurinn,233
2022-11-01,Gallup,Píratar,508
2022-11-01,Gallup,Samfylkingin,878
2022-11-01,Gallup,Vinstri Græn,312
2022-11-01,Gallup,Annað,8
2022-10-01,Gallup,Sjálfstæðisflokkurinn,756
2022-10-01,Gallup,Framsóknarflokkurinn,428
2022-10-01,Gallup,Viðreisn,260
2022-10-01,Gallup,Flokkur Fólksins,164
2022-10-01,Gallup,Sósíalistaflokkurinn,155
2022-10-01,Gallup,Miðflokkurinn,155
2022-10-01,Gallup,Píratar,400
2022-10-01,Gallup,Samfylkingin,515
2022-10-01,Gallup,Vinstri Græn,260
2022-10-01,Gallup,Annað,3
2022-09-01,Gallup,Sjálfstæðisflokkurinn,1000
2022-09-01,Gallup,Framsóknarflokkurinn,556
2022-09-01,Gallup,Viðreisn,353
2022-09-01,Gallup,Flokkur Fólksins,212
2022-09-01,Gallup,Sósíalistaflokkurinn,212
2022-09-01,Gallup,Miðflokkurinn,224
2022-09-01,Gallup,Píratar,564
2022-09-01,Gallup,Samfylkingin,676
2022-09-01,Gallup,Vinstri Græn,340
2022-09-01,Gallup,Annað,4
2022-08-01,Gallup,Sjálfstæðisflokkurinn,900
2022-08-01,Gallup,Framsóknarflokkurinn,644
2022-08-01,Gallup,Viðreisn,347
2022-08-01,Gallup,Flokkur Fólksins,231
2022-08-01,Gallup,Sósíalistaflokkurinn,211
2022-08-01,Gallup,Miðflokkurinn,190
2022-08-01,Gallup,Píratar,611
2022-08-01,Gallup,Samfylkingin,640
2022-08-01,Gallup,Vinstri Græn,347
2022-08-01,Gallup,Annað,8
2022-07-01,Gallup,Sjálfstæðisflokkurinn,846
2022-07-01,Gallup,Framsóknarflokkurinn,590
2022-07-01,Gallup,Viðreisn,329
2022-07-01,Gallup,Flokkur Fólksins,253
2022-07-01,Gallup,Sósíalistaflokkurinn,203
2022-07-01,Gallup,Miðflokkurinn,169
2022-07-01,Gallup,Píratar,574
2022-07-01,Gallup,Samfylkingin,525
2022-07-01,Gallup,Vinstri Græn,329
2022-07-01,Gallup,Annað,15
2022-06-01,Gallup,Sjálfstæðisflokkurinn,876
2022-06-01,Gallup,Framsóknarflokkurinn,672
2022-06-01,Gallup,Viðreisn,257
2022-06-01,Gallup,Flokkur Fólksins,269
2022-06-01,Gallup,Sósíalistaflokkurinn,157
2022-06-01,Gallup,Miðflokkurinn,177
2022-06-01,Gallup,Píratar,618
2022-06-01,Gallup,Samfylkingin,526
2022-06-01,Gallup,Vinstri Græn,276
2022-06-01,Gallup,Annað,15
2022-05-01,Gallup,Sjálfstæðisflokkurinn,931
2022-05-01,Gallup,Framsóknarflokkurinn,810
2022-05-01,Gallup,Viðreisn,440
2022-05-01,Gallup,Flokkur Fólksins,296
2022-05-01,Gallup,Sósíalistaflokkurinn,232
2022-05-01,Gallup,Miðflokkurinn,199
2022-05-01,Gallup,Píratar,681
2022-05-01,Gallup,Samfylkingin,653
2022-05-01,Gallup,Vinstri Græn,375
2022-05-01,Gallup,Annað,9
2022-04-01,Gallup,Sjálfstæðisflokkurinn,816
2022-04-01,Gallup,Framsóknarflokkurinn,643
2022-04-01,Gallup,Viðreisn,396
2022-04-01,Gallup,Flokkur Fólksins,317
2022-04-01,Gallup,Sósíalistaflokkurinn,190
2022-04-01,Gallup,Miðflokkurinn,169
2022-04-01,Gallup,Píratar,597
2022-04-01,Gallup,Samfylkingin,564
2022-04-01,Gallup,Vinstri Græn,416
2022-04-01,Gallup,Annað,16
2022-03-01,Gallup,Sjálfstæðisflokkurinn,1042
2022-03-01,Gallup,Framsóknarflokkurinn,826
2022-03-01,Gallup,Viðreisn,418
2022-03-01,Gallup,Flokkur Fólksins,376
2022-03-01,Gallup,Sósíalistaflokkurinn,165
2022-03-01,Gallup,Miðflokkurinn,170
2022-03-01,Gallup,Píratar,546
2022-03-01,Gallup,Samfylkingin,514
2022-03-01,Gallup,Vinstri Græn,523
2022-03-01,Gallup,Annað,14
2022-02-01,Gallup,Sjálfstæðisflokkurinn,889
2022-02-01,Gallup,Framsóknarflokkurinn,735
2022-02-01,Gallup,Viðreisn,394
2022-02-01,Gallup,Flokkur Fólksins,304
2022-02-01,Gallup,Sósíalistaflokkurinn,158
2022-02-01,Gallup,Miðflokkurinn,158
2022-02-01,Gallup,Píratar,536
2022-02-01,Gallup,Samfylkingin,451
2022-02-01,Gallup,Vinstri Græn,426
2022-02-01,Gallup,Annað,8
2022-01-01,Gallup,Sjálfstæðisflokkurinn,1037
2022-01-01,Gallup,Framsóknarflokkurinn,787
2022-01-01,Gallup,Viðreisn,435
2022-01-01,Gallup,Flokkur Fólksins,407
2022-01-01,Gallup,Sósíalistaflokkurinn,199
2022-01-01,Gallup,Miðflokkurinn,171
2022-01-01,Gallup,Píratar,579
2022-01-01,Gallup,Samfylkingin,500
2022-01-01,Gallup,Vinstri Græn,495
2022-01-01,Gallup,Annað,19
2021-12-01,Gallup,Sjálfstæðisflokkurinn,1619
2021-12-01,Gallup,Framsóknarflokkurinn,1230
2021-12-01,Gallup,Viðreisn,605
2021-12-01,Gallup,Flokkur Fólksins,598
2021-12-01,Gallup,Sósíalistaflokkurinn,313
2021-12-01,Gallup,Miðflokkurinn,236
2021-12-01,Gallup,Píratar,869
2021-12-01,Gallup,Samfylkingin,730
2021-12-01,Gallup,Vinstri Græn,737
2021-12-01,Gallup,Annað,21
2021-11-01,Gallup,Sjálfstæðisflokkurinn,2007
2021-11-01,Gallup,Framsóknarflokkurinn,1503
2021-11-01,Gallup,Viðreisn,743
2021-11-01,Gallup,Flokkur Fólksins,707
2021-11-01,Gallup,Sósíalistaflokkurinn,389
2021-11-01,Gallup,Miðflokkurinn,336
2021-11-01,Gallup,Píratar,1043
2021-11-01,Gallup,Samfylkingin,946
2021-11-01,Gallup,Vinstri Græn,1149
2021-11-01,Gallup,Annað,18
2021-10-01,Gallup,Sjálfstæðisflokkurinn,1808
2021-10-01,Gallup,Framsóknarflokkurinn,1364
2021-10-01,Gallup,Viðreisn,706
2021-10-01,Gallup,Flokkur Fólksins,626
2021-10-01,Gallup,Sósíalistaflokkurinn,365
2021-10-01,Gallup,Miðflokkurinn,341
2021-10-01,Gallup,Píratar,872
2021-10-01,Gallup,Samfylkingin,777
2021-10-01,Gallup,Vinstri Græn,1063
2021-10-01,Gallup,Annað,16
2021-09-01,Gallup,Sjálfstæðisflokkurinn,2903
2021-09-01,Gallup,Framsóknarflokkurinn,1784
2021-09-01,Gallup,Viðreisn,1276
2021-09-01,Gallup,Flokkur Fólksins,781
2021-09-01,Gallup,Sósíalistaflokkurinn,885
2021-09-01,Gallup,Miðflokkurinn,911
2021-09-01,Gallup,Píratar,1367
2021-09-01,Gallup,Samfylkingin,1562
2021-09-01,Gallup,Vinstri Græn,1484
2021-09-01,Gallup,Annað,78
