date,fyrirtaeki,flokkur,n
2013-08-15,Gallup,Flokkur Fólksins,0
2013-08-15,Gallup,Framsóknarflokkurinn,410.0913573573574
2013-08-15,Gallup,Miðflokkurinn,0
2013-08-15,Gallup,Píratar,196.24003603603606
2013-08-15,Gallup,Samfylkingin,427.70264264264273
2013-08-15,Gallup,Sjálfstæðisflokkurinn,701.9355135135136
2013-08-15,Gallup,Sósíalistaflokkurinn,0
2013-08-15,Gallup,Vinstri Græn,367.3210930930931
2013-08-15,Gallup,Viðreisn,0
2013-09-14,Gallup,Annað,742.2598018018019
2013-09-14,Gallup,Flokkur Fólksins,0
2013-09-14,Gallup,Framsóknarflokkurinn,721.7553873873875
2013-09-14,Gallup,Miðflokkurinn,0
2013-09-14,Gallup,Píratar,278.8600360360361
2013-09-14,Gallup,Samfylkingin,647.9394954954956
2013-09-14,Gallup,Sjálfstæðisflokkurinn,1099.0366126126128
2013-09-14,Gallup,Sósíalistaflokkurinn,0
2013-09-14,Gallup,Vinstri Græn,606.9306666666668
2013-09-14,Gallup,Viðreisn,0
2013-10-12,Gallup,Annað,616.3341081081079
2013-10-12,Gallup,Flokkur Fólksins,0
2013-10-12,Gallup,Framsóknarflokkurinn,484.9842162162162
2013-10-12,Gallup,Miðflokkurinn,0
2013-10-12,Gallup,Píratar,276.1715675675675
2013-10-12,Gallup,Samfylkingin,609.5982162162162
2013-10-12,Gallup,Sjálfstæðisflokkurinn,892.5056756756755
2013-10-12,Gallup,Sósíalistaflokkurinn,0
2013-10-12,Gallup,Vinstri Græn,484.9842162162162
2013-10-12,Gallup,Viðreisn,0
2013-11-09,Gallup,Annað,1004.7509999999999
2013-11-09,Gallup,Flokkur Fólksins,0
2013-11-09,Gallup,Framsóknarflokkurinn,742.203
2013-11-09,Gallup,Miðflokkurinn,0
2013-11-09,Gallup,Píratar,429.165
2013-11-09,Gallup,Samfylkingin,838.134
2013-11-09,Gallup,Sjálfstæðisflokkurinn,1353.132
2013-11-09,Gallup,Sósíalistaflokkurinn,0
2013-11-09,Gallup,Vinstri Græn,681.615
2013-11-09,Gallup,Viðreisn,0
2013-11-27,MMR,Annað,218.07414829659317
2013-11-27,MMR,Flokkur Fólksins,0
2013-11-27,MMR,Framsóknarflokkurinn,144.73947895791582
2013-11-27,MMR,Miðflokkurinn,0
2013-11-27,MMR,Píratar,86.84368737474949
2013-11-27,MMR,Samfylkingin,133.16032064128257
2013-11-27,MMR,Sjálfstæðisflokkurinn,258.6012024048096
2013-11-27,MMR,Sósíalistaflokkurinn,0
2013-11-27,MMR,Vinstri Græn,121.58116232464928
2013-11-27,MMR,Viðreisn,0
2013-12-10,Gallup,Annað,510.3715015015014
2013-12-10,Gallup,Flokkur Fólksins,0
2013-12-10,Gallup,Framsóknarflokkurinn,438.22474474474467
2013-12-10,Gallup,Miðflokkurinn,0
2013-12-10,Gallup,Píratar,285.9149249249249
2013-12-10,Gallup,Samfylkingin,403.4874174174174
2013-12-10,Gallup,Sjálfstæðisflokkurinn,676.0418318318318
2013-12-10,Gallup,Sósíalistaflokkurinn,0
2013-12-10,Gallup,Vinstri Græn,355.3895795795796
2013-12-10,Gallup,Viðreisn,0
2014-01-12,MMR,Annað,211.33767535070137
2014-01-12,MMR,Flokkur Fólksins,0
2014-01-12,MMR,Framsóknarflokkurinn,167.10420841683364
2014-01-12,MMR,Miðflokkurinn,0
2014-01-12,MMR,Píratar,67.8246492985972
2014-01-12,MMR,Samfylkingin,168.0871743486974
2014-01-12,MMR,Sjálfstæðisflokkurinn,258.5200400801603
2014-01-12,MMR,Sósíalistaflokkurinn,0
2014-01-12,MMR,Vinstri Græn,108.12625250501
2014-01-12,MMR,Viðreisn,0
2014-01-16,Gallup,Annað,621.0026559679038
2014-01-16,Gallup,Flokkur Fólksins,0
2014-01-16,Gallup,Framsóknarflokkurinn,604.4866278836512
2014-01-16,Gallup,Miðflokkurinn,0
2014-01-16,Gallup,Píratar,267.5596549648947
2014-01-16,Gallup,Samfylkingin,492.17763691073236
2014-01-16,Gallup,Sjálfstæðisflokkurinn,888.5623109327986
2014-01-16,Gallup,Sósíalistaflokkurinn,0
2014-01-16,Gallup,Vinstri Græn,419.50711334002017
2014-01-16,Gallup,Viðreisn,0
2014-02-14,Gallup,Annað,725.6498498498498
2014-02-14,Gallup,Flokkur Fólksins,0
2014-02-14,Gallup,Framsóknarflokkurinn,521.2414414414415
2014-02-14,Gallup,Miðflokkurinn,0
2014-02-14,Gallup,Píratar,333.86706706706707
2014-02-14,Gallup,Samfylkingin,572.3435435435435
2014-02-14,Gallup,Sjálfstæðisflokkurinn,807.4132132132131
2014-02-14,Gallup,Sósíalistaflokkurinn,0
2014-02-14,Gallup,Vinstri Græn,442.88488488488485
2014-02-14,Gallup,Viðreisn,0
2014-02-27,MMR,Annað,225.22434607645874
2014-02-27,MMR,Flokkur Fólksins,0
2014-02-27,MMR,Framsóknarflokkurinn,148.79074446680082
2014-02-27,MMR,Miðflokkurinn,0
2014-02-27,MMR,Píratar,94.77766599597587
2014-02-27,MMR,Samfylkingin,142.6760563380282
2014-02-27,MMR,Sjálfstæðisflokkurinn,295.5432595573441
2014-02-27,MMR,Sósíalistaflokkurinn,0
2014-02-27,MMR,Vinstri Græn,105.98792756539237
2014-02-27,MMR,Viðreisn,0
2014-03-13,Gallup,Annað,797.2511360000001
2014-03-13,Gallup,Flokkur Fólksins,0
2014-03-13,Gallup,Framsóknarflokkurinn,443.28486399999997
2014-03-13,Gallup,Miðflokkurinn,0
2014-03-13,Gallup,Píratar,304.344832
2014-03-13,Gallup,Samfylkingin,552.452032
2014-03-13,Gallup,Sjálfstæðisflokkurinn,807.1754239999999
2014-03-13,Gallup,Sósíalistaflokkurinn,0
2014-03-13,Gallup,Vinstri Græn,403.58771199999995
2014-03-13,Gallup,Viðreisn,0
2014-03-30,MMR,Annað,220.26395939086294
2014-03-30,MMR,Flokkur Fólksins,0
2014-03-30,MMR,Framsóknarflokkurinn,140.34517766497464
2014-03-30,MMR,Miðflokkurinn,0
2014-03-30,MMR,Píratar,107.20812182741116
2014-03-30,MMR,Samfylkingin,147.16751269035532
2014-03-30,MMR,Sjálfstæðisflokkurinn,232.93401015228426
2014-03-30,MMR,Sósíalistaflokkurinn,0
2014-03-30,MMR,Vinstri Græn,112.08121827411168
2014-03-30,MMR,Viðreisn,0
2014-04-12,Gallup,Annað,1110.252947052947
2014-04-12,Gallup,Flokkur Fólksins,0
2014-04-12,Gallup,Framsóknarflokkurinn,686.6037962037962
2014-04-12,Gallup,Miðflokkurinn,0
2014-04-12,Gallup,Píratar,438.2577422577423
2014-04-12,Gallup,Samfylkingin,847.2983016983017
2014-04-12,Gallup,Sjálfstæðisflokkurinn,1222.2521478521478
2014-04-12,Gallup,Sósíalistaflokkurinn,0
2014-04-12,Gallup,Vinstri Græn,569.7350649350649
2014-04-12,Gallup,Viðreisn,0
2014-05-08,MMR,Annað,251.8615384615385
2014-05-08,MMR,Flokkur Fólksins,0
2014-05-08,MMR,Framsóknarflokkurinn,121.48615384615387
2014-05-08,MMR,Miðflokkurinn,0
2014-05-08,MMR,Píratar,94.81846153846153
2014-05-08,MMR,Samfylkingin,161.98153846153846
2014-05-08,MMR,Sjálfstæðisflokkurinn,218.28000000000003
2014-05-08,MMR,Sósíalistaflokkurinn,0
2014-05-08,MMR,Vinstri Græn,114.57230769230769
2014-05-08,MMR,Viðreisn,0
2014-05-14,Gallup,Annað,760.1132879999998
2014-05-14,Gallup,Flokkur Fólksins,0
2014-05-14,Gallup,Framsóknarflokkurinn,477.97516799999994
2014-05-14,Gallup,Miðflokkurinn,0
2014-05-14,Gallup,Píratar,321.96938399999993
2014-05-14,Gallup,Samfylkingin,537.7220639999999
2014-05-14,Gallup,Sjálfstæðisflokkurinn,823.1794559999998
2014-05-14,Gallup,Sósíalistaflokkurinn,0
2014-05-14,Gallup,Vinstri Græn,398.31263999999993
2014-05-14,Gallup,Viðreisn,0
2014-06-13,Gallup,Annað,940.5442199999998
2014-06-13,Gallup,Flokkur Fólksins,0
2014-06-13,Gallup,Framsóknarflokkurinn,521.61186
2014-06-13,Gallup,Miðflokkurinn,0
2014-06-13,Gallup,Píratar,332.68157999999994
2014-06-13,Gallup,Samfylkingin,747.5067599999999
2014-06-13,Gallup,Sjálfstæðisflokkurinn,1039.1165399999998
2014-06-13,Gallup,Sósíalistaflokkurinn,0
2014-06-13,Gallup,Vinstri Græn,525.71904
2014-06-13,Gallup,Viðreisn,0
2014-06-20,MMR,Annað,263.3863404689093
2014-06-20,MMR,Flokkur Fólksins,0
2014-06-20,MMR,Framsóknarflokkurinn,91.32008154943935
2014-06-20,MMR,Miðflokkurinn,0
2014-06-20,MMR,Píratar,79.7849133537207
2014-06-20,MMR,Samfylkingin,158.6085626911315
2014-06-20,MMR,Sjálfstæðisflokkurinn,240.316004077472
2014-06-20,MMR,Sósíalistaflokkurinn,0
2014-06-20,MMR,Vinstri Græn,109.58409785932723
2014-06-20,MMR,Viðreisn,0
2014-07-12,Gallup,Annað,682.8861621621621
2014-07-12,Gallup,Flokkur Fólksins,0
2014-07-12,Gallup,Framsóknarflokkurinn,435.46363963963955
2014-07-12,Gallup,Miðflokkurinn,0
2014-07-12,Gallup,Píratar,247.4225225225225
2014-07-12,Gallup,Samfylkingin,600.4119879879878
2014-07-12,Gallup,Sjálfstæðisflokkurinn,907.2159159159157
2014-07-12,Gallup,Sósíalistaflokkurinn,0
2014-07-12,Gallup,Vinstri Græn,422.2677717717717
2014-07-12,Gallup,Viðreisn,0
2014-07-30,MMR,Annað,244.06886227544916
2014-07-30,MMR,Flokkur Fólksins,0
2014-07-30,MMR,Framsóknarflokkurinn,110.34530938123754
2014-07-30,MMR,Miðflokkurinn,0
2014-07-30,MMR,Píratar,89.77245508982037
2014-07-30,MMR,Samfylkingin,158.97205588822357
2014-07-30,MMR,Sjálfstæðisflokkurinn,225.3662674650699
2014-07-30,MMR,Sósíalistaflokkurinn,0
2014-07-30,MMR,Vinstri Græn,108.47504990019961
2014-07-30,MMR,Viðreisn,0
2014-08-13,Gallup,Annað,676.76381981982
2014-08-13,Gallup,Flokkur Fólksins,0
2014-08-13,Gallup,Framsóknarflokkurinn,387.6608288288289
2014-08-13,Gallup,Miðflokkurinn,0
2014-08-13,Gallup,Píratar,259.53563963963967
2014-08-13,Gallup,Samfylkingin,634.0554234234236
2014-08-13,Gallup,Sjálfstæðisflokkurinn,919.8731531531533
2014-08-13,Gallup,Sósíalistaflokkurinn,0
2014-08-13,Gallup,Vinstri Græn,404.0871351351352
2014-08-13,Gallup,Viðreisn,0
2014-08-27,MMR,Annað,218.295
2014-08-27,MMR,Flokkur Fólksins,0
2014-08-27,MMR,Framsóknarflokkurinn,95.44499999999998
2014-08-27,MMR,Miðflokkurinn,0
2014-08-27,MMR,Píratar,97.335
2014-08-27,MMR,Samfylkingin,191.83499999999998
2014-08-27,MMR,Sjálfstæðisflokkurinn,251.36999999999995
2014-08-27,MMR,Sósíalistaflokkurinn,0
2014-08-27,MMR,Vinstri Græn,90.71999999999998
2014-08-27,MMR,Viðreisn,0
2014-09-06,MMR,Annað,227.72316950852556
2014-09-06,MMR,Flokkur Fólksins,0
2014-09-06,MMR,Framsóknarflokkurinn,107.21965897693079
2014-09-06,MMR,Miðflokkurinn,0
2014-09-06,MMR,Píratar,87.29388164493479
2014-09-06,MMR,Samfylkingin,160.35506519558675
2014-09-06,MMR,Sjálfstæðisflokkurinn,267.5747241725175
2014-09-06,MMR,Sósíalistaflokkurinn,0
2014-09-06,MMR,Vinstri Græn,95.83350050150452
2014-09-06,MMR,Viðreisn,0
2014-09-13,Gallup,Annað,853.7067000000001
2014-09-13,Gallup,Flokkur Fólksins,0
2014-09-13,Gallup,Framsóknarflokkurinn,495.96294000000006
2014-09-13,Gallup,Miðflokkurinn,0
2014-09-13,Gallup,Píratar,296.76471000000004
2014-09-13,Gallup,Samfylkingin,776.46657
2014-09-13,Gallup,Sjálfstæðisflokkurinn,1097.6229000000003
2014-09-13,Gallup,Sósíalistaflokkurinn,0
2014-09-13,Gallup,Vinstri Græn,544.7461800000001
2014-09-13,Gallup,Viðreisn,0
2014-09-22,MMR,Annað,360.436
2014-09-22,MMR,Flokkur Fólksins,0
2014-09-22,MMR,Framsóknarflokkurinn,176.628
2014-09-22,MMR,Miðflokkurinn,0
2014-09-22,MMR,Píratar,139.29199999999997
2014-09-22,MMR,Samfylkingin,218.27199999999996
2014-09-22,MMR,Sjálfstæðisflokkurinn,361.8719999999999
2014-09-22,MMR,Sósíalistaflokkurinn,0
2014-09-22,MMR,Vinstri Græn,179.49999999999997
2014-09-22,MMR,Viðreisn,0
2014-10-13,Gallup,Annað,1277.6718678678678
2014-10-13,Gallup,Flokkur Fólksins,0
2014-10-13,Gallup,Framsóknarflokkurinn,641.752992992993
2014-10-13,Gallup,Miðflokkurinn,0
2014-10-13,Gallup,Píratar,507.5682762762762
2014-10-13,Gallup,Samfylkingin,1178.49185985986
2014-10-13,Gallup,Sjálfstæðisflokkurinn,1470.1977657657658
2014-10-13,Gallup,Sósíalistaflokkurinn,0
2014-10-13,Gallup,Vinstri Græn,752.6012372372372
2014-10-13,Gallup,Viðreisn,0
2014-11-01,MMR,Annað,253.76000000000002
2014-11-01,MMR,Flokkur Fólksins,0
2014-11-01,MMR,Framsóknarflokkurinn,120.04800000000002
2014-11-01,MMR,Miðflokkurinn,0
2014-11-01,MMR,Píratar,110.288
2014-11-01,MMR,Samfylkingin,157.136
2014-11-01,MMR,Sjálfstæðisflokkurinn,230.336
2014-11-01,MMR,Sósíalistaflokkurinn,0
2014-11-01,MMR,Vinstri Græn,104.432
2014-11-01,MMR,Viðreisn,0
2014-11-12,Gallup,Annað,780.621856
2014-11-12,Gallup,Flokkur Fólksins,0
2014-11-12,Gallup,Framsóknarflokkurinn,446.6444640000001
2014-11-12,Gallup,Miðflokkurinn,0
2014-11-12,Gallup,Píratar,325.929744
2014-11-12,Gallup,Samfylkingin,804.7648000000002
2014-11-12,Gallup,Sjálfstæðisflokkurinn,1082.408656
2014-11-12,Gallup,Sósíalistaflokkurinn,0
2014-11-12,Gallup,Vinstri Græn,583.45448
2014-11-12,Gallup,Viðreisn,0
2014-11-23,MMR,Annað,255.29000000000002
2014-11-23,MMR,Flokkur Fólksins,0
2014-11-23,MMR,Framsóknarflokkurinn,122.95600000000002
2014-11-23,MMR,Miðflokkurinn,0
2014-11-23,MMR,Píratar,110.45200000000001
2014-11-23,MMR,Samfylkingin,171.93000000000004
2014-11-23,MMR,Sjálfstæðisflokkurinn,264.668
2014-11-23,MMR,Sósíalistaflokkurinn,0
2014-11-23,MMR,Vinstri Græn,116.70400000000001
2014-11-23,MMR,Viðreisn,0
2014-12-13,MMR,Annað,238.90709290709285
2014-12-13,MMR,Flokkur Fólksins,0
2014-12-13,MMR,Framsóknarflokkurinn,120.54945054945053
2014-12-13,MMR,Miðflokkurinn,0
2014-12-13,MMR,Píratar,124.93306693306693
2014-12-13,MMR,Samfylkingin,176.44055944055944
2014-12-13,MMR,Sjálfstæðisflokkurinn,322.1958041958041
2014-12-13,MMR,Sósíalistaflokkurinn,0
2014-12-13,MMR,Vinstri Græn,113.97402597402596
2014-12-13,MMR,Viðreisn,0
2014-12-14,Gallup,Annað,599.641041041041
2014-12-14,Gallup,Flokkur Fólksins,0
2014-12-14,Gallup,Framsóknarflokkurinn,371.84444444444443
2014-12-14,Gallup,Miðflokkurinn,0
2014-12-14,Gallup,Píratar,358.44464464464465
2014-12-14,Gallup,Samfylkingin,680.0398398398399
2014-12-14,Gallup,Sjálfstæðisflokkurinn,907.8364364364365
2014-12-14,Gallup,Sósíalistaflokkurinn,0
2014-12-14,Gallup,Vinstri Græn,428.7935935935937
2014-12-14,Gallup,Viðreisn,0
2015-01-11,MMR,Annað,226.17782217782215
2015-01-11,MMR,Flokkur Fólksins,0
2015-01-11,MMR,Framsóknarflokkurinn,93.24875124875126
2015-01-11,MMR,Miðflokkurinn,0
2015-01-11,MMR,Píratar,126.977022977023
2015-01-11,MMR,Samfylkingin,157.72927072927072
2015-01-11,MMR,Sjálfstæðisflokkurinn,270.81818181818187
2015-01-11,MMR,Sósíalistaflokkurinn,0
2015-01-11,MMR,Vinstri Græn,118.04895104895107
2015-01-11,MMR,Viðreisn,0
2015-01-17,Gallup,Annað,481.67735999999996
2015-01-17,Gallup,Flokkur Fólksins,0
2015-01-17,Gallup,Framsóknarflokkurinn,324.498432
2015-01-17,Gallup,Miðflokkurinn,0
2015-01-17,Gallup,Píratar,296.61184799999995
2015-01-17,Gallup,Samfylkingin,469.00163999999995
2015-01-17,Gallup,Sjálfstæðisflokkurinn,681.9537359999998
2015-01-17,Gallup,Sósíalistaflokkurinn,0
2015-01-17,Gallup,Vinstri Græn,281.400984
2015-01-17,Gallup,Viðreisn,0
2015-02-12,Gallup,Annað,620.2428828828829
2015-02-12,Gallup,Flokkur Fólksins,0
2015-02-12,Gallup,Framsóknarflokkurinn,353.50630630630627
2015-02-12,Gallup,Miðflokkurinn,0
2015-02-12,Gallup,Píratar,488.4814414414414
2015-02-12,Gallup,Samfylkingin,549.5416216216216
2015-02-12,Gallup,Sjálfstæðisflokkurinn,838.7740540540541
2015-02-12,Gallup,Sósíalistaflokkurinn,0
2015-02-12,Gallup,Vinstri Græn,359.93369369369367
2015-02-12,Gallup,Viðreisn,0
2015-03-14,Gallup,Annað,836.7236639999999
2015-03-14,Gallup,Flokkur Fólksins,0
2015-03-14,Gallup,Framsóknarflokkurinn,544.374432
2015-03-14,Gallup,Miðflokkurinn,0
2015-03-14,Gallup,Píratar,1093.7893679999997
2015-03-14,Gallup,Samfylkingin,796.3996319999999
2015-03-14,Gallup,Sjálfstæðisflokkurinn,1260.1259999999997
2015-03-14,Gallup,Sósíalistaflokkurinn,0
2015-03-14,Gallup,Vinstri Græn,509.0909039999999
2015-03-14,Gallup,Viðreisn,0
2015-04-18,Gallup,Annað,299.05870670670663
2015-04-18,Gallup,Flokkur Fólksins,0
2015-04-18,Gallup,Framsóknarflokkurinn,249.62751551551548
2015-04-18,Gallup,Miðflokkurinn,0
2015-04-18,Gallup,Píratar,743.9394274274273
2015-04-18,Gallup,Samfylkingin,348.48989789789783
2015-04-18,Gallup,Sjálfstæðisflokkurinn,565.987139139139
2015-04-18,Gallup,Sósíalistaflokkurinn,0
2015-04-18,Gallup,Vinstri Græn,261.98531331331327
2015-04-18,Gallup,Viðreisn,0
2015-04-18,MMR,Annað,137.2742742742743
2015-04-18,MMR,Flokkur Fólksins,0
2015-04-18,MMR,Framsóknarflokkurinn,108.21621621621624
2015-04-18,MMR,Miðflokkurinn,0
2015-04-18,MMR,Píratar,320.6406406406407
2015-04-18,MMR,Samfylkingin,107.21421421421421
2015-04-18,MMR,Sjálfstæðisflokkurinn,219.43843843843842
2015-04-18,MMR,Sósíalistaflokkurinn,0
2015-04-18,MMR,Vinstri Græn,108.21621621621624
2015-04-18,MMR,Viðreisn,0
2015-05-14,Gallup,Annað,569.4234234234234
2015-05-14,Gallup,Flokkur Fólksins,0
2015-05-14,Gallup,Framsóknarflokkurinn,433.1511511511512
2015-05-14,Gallup,Miðflokkurinn,0
2015-05-14,Gallup,Píratar,1659.6016016016017
2015-05-14,Gallup,Samfylkingin,603.4914914914916
2015-05-14,Gallup,Sjálfstæðisflokkurinn,1119.3793793793795
2015-05-14,Gallup,Sósíalistaflokkurinn,0
2015-05-14,Gallup,Vinstri Græn,476.952952952953
2015-05-14,Gallup,Viðreisn,0
2015-05-17,MMR,Annað,111.13026052104208
2015-05-17,MMR,Flokkur Fólksins,0
2015-05-17,MMR,Framsóknarflokkurinn,80.312625250501
2015-05-17,MMR,Miðflokkurinn,0
2015-05-17,MMR,Píratar,305.374749498998
2015-05-17,MMR,Samfylkingin,122.33667334669337
2015-05-17,MMR,Sjálfstæðisflokkurinn,215.72344689378758
2015-05-17,MMR,Sósíalistaflokkurinn,0
2015-05-17,MMR,Vinstri Græn,97.12224448897797
2015-05-17,MMR,Viðreisn,0
2015-05-30,MMR,Annað,99.45254745254744
2015-05-30,MMR,Flokkur Fólksins,0
2015-05-30,MMR,Framsóknarflokkurinn,110.17782217782216
2015-05-30,MMR,Miðflokkurinn,0
2015-05-30,MMR,Píratar,336.38361638361636
2015-05-30,MMR,Samfylkingin,115.05294705294705
2015-05-30,MMR,Sjálfstæðisflokkurinn,206.70529470529468
2015-05-30,MMR,Sósíalistaflokkurinn,0
2015-05-30,MMR,Vinstri Græn,108.22777222777222
2015-05-30,MMR,Viðreisn,0
2015-06-13,Gallup,Annað,514.4613499999999
2015-06-13,Gallup,Flokkur Fólksins,0
2015-06-13,Gallup,Framsóknarflokkurinn,543.3096499999999
2015-06-13,Gallup,Miðflokkurinn,0
2015-06-13,Gallup,Píratar,1528.9598999999998
2015-06-13,Gallup,Samfylkingin,548.1176999999999
2015-06-13,Gallup,Sjálfstæðisflokkurinn,1177.9722499999998
2015-06-13,Gallup,Sósíalistaflokkurinn,0
2015-06-13,Gallup,Vinstri Græn,495.22914999999995
2015-06-13,Gallup,Viðreisn,0
2015-06-20,MMR,Annað,113.582
2015-06-20,MMR,Flokkur Fólksins,0
2015-06-20,MMR,Framsóknarflokkurinn,93.10000000000001
2015-06-20,MMR,Miðflokkurinn,0
2015-06-20,MMR,Píratar,301.644
2015-06-20,MMR,Samfylkingin,107.996
2015-06-20,MMR,Sjálfstæðisflokkurinn,216.923
2015-06-20,MMR,Sósíalistaflokkurinn,0
2015-06-20,MMR,Vinstri Græn,97.755
2015-06-20,MMR,Viðreisn,0
2015-06-27,MMR,Annað,109.76223776223775
2015-06-27,MMR,Flokkur Fólksins,0
2015-06-27,MMR,Framsóknarflokkurinn,103.88211788211787
2015-06-27,MMR,Miðflokkurinn,0
2015-06-27,MMR,Píratar,325.3666333666333
2015-06-27,MMR,Samfylkingin,91.14185814185815
2015-06-27,MMR,Sjálfstæðisflokkurinn,233.24475524475525
2015-06-27,MMR,Sósíalistaflokkurinn,0
2015-06-27,MMR,Vinstri Græn,117.6023976023976
2015-06-27,MMR,Viðreisn,0
2015-07-11,Gallup,Annað,411.0686783216783
2015-07-11,Gallup,Flokkur Fólksins,0
2015-07-11,Gallup,Framsóknarflokkurinn,494.8787972027972
2015-07-11,Gallup,Miðflokkurinn,0
2015-07-11,Gallup,Píratar,1289.0794475524474
2015-07-11,Gallup,Samfylkingin,486.896881118881
2015-07-11,Gallup,Sjálfstæðisflokkurinn,957.82993006993
2015-07-11,Gallup,Sósíalistaflokkurinn,0
2015-07-11,Gallup,Vinstri Græn,355.1952657342658
2015-07-11,Gallup,Viðreisn,0
2015-08-18,Gallup,Annað,251.42403
2015-08-18,Gallup,Flokkur Fólksins,0
2015-08-18,Gallup,Framsóknarflokkurinn,270.95211
2015-08-18,Gallup,Miðflokkurinn,0
2015-08-18,Gallup,Píratar,876.3225899999999
2015-08-18,Gallup,Samfylkingin,227.01393000000002
2015-08-18,Gallup,Sjálfstæðisflokkurinn,527.25816
2015-08-18,Gallup,Sósíalistaflokkurinn,0
2015-08-18,Gallup,Vinstri Græn,288.03918
2015-08-18,Gallup,Viðreisn,0
2015-09-02,MMR,Annað,103.323
2015-09-02,MMR,Flokkur Fólksins,0
2015-09-02,MMR,Framsóknarflokkurinn,116.622
2015-09-02,MMR,Miðflokkurinn,0
2015-09-02,MMR,Píratar,337.59000000000003
