date,fyrirtaeki,flokkur,n
2023-11-30,Gallup,Píratar,322
2023-11-30,Gallup,Samfylkingin,972.0000000000001
2023-11-30,Gallup,Vinstri Græn,176
2023-11-30,Gallup,Annað,28.000000000000004
2023-10-31,Gallup,Sjálfstæðisflokkurinn,804
2023-10-31,Gallup,Framsóknarflokkurinn,290
2023-10-31,Gallup,Viðreisn,294
2023-10-31,Gallup,Flokkur Fólksins,255
2023-10-31,Gallup,Sósíalistaflokkurinn,161
2023-10-31,Gallup,Miðflokkurinn,337
2023-10-31,Gallup,Píratar,400
2023-10-31,Gallup,Samfylkingin,1141
2023-10-31,Gallup,Vinstri Græn,235
2023-10-31,Gallup,Annað,0
2023-09-30,Gallup,Sjálfstæðisflokkurinn,820
2023-09-30,Gallup,Framsóknarflokkurinn,326
2023-09-30,Gallup,Viðreisn,318
2023-09-30,Gallup,Flokkur Fólksins,229
2023-09-30,Gallup,Sósíalistaflokkurinn,157
2023-09-30,Gallup,Miðflokkurinn,346
2023-09-30,Gallup,Píratar,386
2023-09-30,Gallup,Samfylkingin,1210
2023-09-30,Gallup,Vinstri Græn,229
2023-09-30,Gallup,Annað,0
2023-08-31,Gallup,Sjálfstæðisflokkurinn,774
2023-08-31,Gallup,Framsóknarflokkurinn,275
2023-08-31,Gallup,Viðreisn,264
2023-08-31,Gallup,Flokkur Fólksins,231
2023-08-31,Gallup,Sósíalistaflokkurinn,161
2023-08-31,Gallup,Miðflokkurinn,319
2023-08-31,Gallup,Píratar,378
2023-08-31,Gallup,Samfylkingin,1046
2023-08-31,Gallup,Vinstri Græn,217
2023-08-31,Gallup,Annað,0
2023-07-31,Gallup,Sjálfstæðisflokkurinn,764
2023-07-31,Gallup,Framsóknarflokkurinn,324
2023-07-31,Gallup,Viðreisn,255
2023-07-31,Gallup,Flokkur Fólksins,207
2023-07-31,Gallup,Sósíalistaflokkurinn,131
2023-07-31,Gallup,Miðflokkurinn,309
2023-07-31,Gallup,Píratar,382
2023-07-31,Gallup,Samfylkingin,1041
2023-07-31,Gallup,Vinstri Græn,222
2023-07-31,Gallup,Annað,4
2023-06-30,Gallup,Sjálfstæðisflokkurinn,853
2023-06-30,Gallup,Framsóknarflokkurinn,357
2023-06-30,Gallup,Viðreisn,332
2023-06-30,Gallup,Flokkur Fólksins,234
2023-06-30,Gallup,Sósíalistaflokkurinn,189
2023-06-30,Gallup,Miðflokkurinn,320
2023-06-30,Gallup,Píratar,398
2023-06-30,Gallup,Samfylkingin,1164
2023-06-30,Gallup,Vinstri Græn,254
2023-06-30,Gallup,Annað,0
2023-05-31,Gallup,Sjálfstæðisflokkurinn,792
2023-05-31,Gallup,Framsóknarflokkurinn,389
2023-05-31,Gallup,Viðreisn,290
2023-05-31,Gallup,Flokkur Fólksins,210
2023-05-31,Gallup,Sósíalistaflokkurinn,187
2023-05-31,Gallup,Miðflokkurinn,263
2023-05-31,Gallup,Píratar,385
2023-05-31,Gallup,Samfylkingin,1082
2023-05-31,Gallup,Vinstri Græn,217
2023-05-31,Gallup,Annað,0
2023-04-30,Gallup,Sjálfstæðisflokkurinn,802
2023-04-30,Gallup,Framsóknarflokkurinn,351
2023-04-30,Gallup,Viðreisn,271
2023-04-30,Gallup,Flokkur Fólksins,220
2023-04-30,Gallup,Sósíalistaflokkurinn,161
2023-04-30,Gallup,Miðflokkurinn,227
2023-04-30,Gallup,Píratar,366
2023-04-30,Gallup,Samfylkingin,1017
2023-04-30,Gallup,Vinstri Græn,242.00000000000003
2023-04-30,Gallup,Annað,0
2023-03-31,Gallup,Sjálfstæðisflokkurinn,957
2023-03-31,Gallup,Framsóknarflokkurinn,425
2023-03-31,Gallup,Viðreisn,390
2023-03-31,Gallup,Flokkur Fólksins,240
2023-03-31,Gallup,Sósíalistaflokkurinn,219
2023-03-31,Gallup,Miðflokkurinn,270
2023-03-31,Gallup,Píratar,403
2023-03-31,Gallup,Samfylkingin,1077
2023-03-31,Gallup,Vinstri Græn,305
2023-03-31,Gallup,Annað,0
2023-02-28,Gallup,Sjálfstæðisflokkurinn,803
2023-02-28,Gallup,Framsóknarflokkurinn,386
2023-02-28,Gallup,Viðreisn,275
2023-02-28,Gallup,Flokkur Fólksins,200
2023-02-28,Gallup,Sósíalistaflokkurinn,178
2023-02-28,Gallup,Miðflokkurinn,189
2023-02-28,Gallup,Píratar,432
2023-02-28,Gallup,Samfylkingin,857
2023-02-28,Gallup,Vinstri Græn,243.00000000000003
2023-02-28,Gallup,Annað,11
2023-01-31,Gallup,Sjálfstæðisflokkurinn,832
2023-01-31,Gallup,Framsóknarflokkurinn,400
2023-01-31,Gallup,Viðreisn,258
2023-01-31,Gallup,Flokkur Fólksins,195
2023-01-31,Gallup,Sósíalistaflokkurinn,156
2023-01-31,Gallup,Miðflokkurinn,195
2023-01-31,Gallup,Píratar,368
2023-01-31,Gallup,Samfylkingin,896
2023-01-31,Gallup,Vinstri Græn,241
2023-01-31,Gallup,Annað,0
2022-12-31,Gallup,Sjálfstæðisflokkurinn,609
2022-12-31,Gallup,Framsóknarflokkurinn,310
2022-12-31,Gallup,Viðreisn,177
2022-12-31,Gallup,Flokkur Fólksins,159
2022-12-31,Gallup,Sósíalistaflokkurinn,117.99999999999999
2022-12-31,Gallup,Miðflokkurinn,117.99999999999999
2022-12-31,Gallup,Píratar,289
2022-12-31,Gallup,Samfylkingin,599
2022-12-31,Gallup,Vinstri Græn,174
2022-12-31,Gallup,Annað,8
2022-11-30,Gallup,Sjálfstæðisflokkurinn,1003
2022-11-30,Gallup,Framsóknarflokkurinn,508
2022-11-30,Gallup,Viðreisn,308
2022-11-30,Gallup,Flokkur Fólksins,187
2022-11-30,Gallup,Sósíalistaflokkurinn,216
2022-11-30,Gallup,Miðflokkurinn,233
2022-11-30,Gallup,Píratar,508
2022-11-30,Gallup,Samfylkingin,878
2022-11-30,Gallup,Vinstri Græn,312
2022-11-30,Gallup,Annað,8
2022-10-31,Gallup,Sjálfstæðisflokkurinn,756
2022-10-31,Gallup,Framsóknarflokkurinn,427.99999999999994
2022-10-31,Gallup,Viðreisn,260
2022-10-31,Gallup,Flokkur Fólksins,164
2022-10-31,Gallup,Sósíalistaflokkurinn,155
2022-10-31,Gallup,Miðflokkurinn,155
2022-10-31,Gallup,Píratar,399.99999999999994
2022-10-31,Gallup,Samfylkingin,515
2022-10-31,Gallup,Vinstri Græn,260
2022-10-31,Gallup,Annað,3
2022-09-30,Gallup,Sjálfstæðisflokkurinn,1000
2022-09-30,Gallup,Framsóknarflokkurinn,556
2022-09-30,Gallup,Viðreisn,353
2022-09-30,Gallup,Flokkur Fólksins,212
2022-09-30,Gallup,Sósíalistaflokkurinn,212
2022-09-30,Gallup,Miðflokkurinn,224
2022-09-30,Gallup,Píratar,564
2022-09-30,Gallup,Samfylkingin,676
2022-09-30,Gallup,Vinstri Græn,340
2022-09-30,Gallup,Annað,4
2022-08-31,Gallup,Sjálfstæðisflokkurinn,900
2022-08-31,Gallup,Framsóknarflokkurinn,644
2022-08-31,Gallup,Viðreisn,347
2022-08-31,Gallup,Flokkur Fólksins,231
2022-08-31,Gallup,Sósíalistaflokkurinn,211
2022-08-31,Gallup,Miðflokkurinn,190
2022-08-31,Gallup,Píratar,611
2022-08-31,Gallup,Samfylkingin,640
2022-08-31,Gallup,Vinstri Græn,347
2022-08-31,Gallup,Annað,8
2022-07-31,Gallup,Sjálfstæðisflokkurinn,846
2022-07-31,Gallup,Framsóknarflokkurinn,590
2022-07-31,Gallup,Viðreisn,329
2022-07-31,Gallup,Flokkur Fólksins,253
2022-07-31,Gallup,Sósíalistaflokkurinn,203
2022-07-31,Gallup,Miðflokkurinn,169
2022-07-31,Gallup,Píratar,574
2022-07-31,Gallup,Samfylkingin,525
2022-07-31,Gallup,Vinstri Græn,329
2022-07-31,Gallup,Annað,15
2022-06-30,Gallup,Sjálfstæðisflokkurinn,876
2022-06-30,Gallup,Framsóknarflokkurinn,672
2022-06-30,Gallup,Viðreisn,257
2022-06-30,Gallup,Flokkur Fólksins,269
2022-06-30,Gallup,Sósíalistaflokkurinn,157
2022-06-30,Gallup,Miðflokkurinn,177
2022-06-30,Gallup,Píratar,618
2022-06-30,Gallup,Samfylkingin,526
2022-06-30,Gallup,Vinstri Græn,276
2022-06-30,Gallup,Annað,15
2022-05-31,Gallup,Sjálfstæðisflokkurinn,931
2022-05-31,Gallup,Framsóknarflokkurinn,810
2022-05-31,Gallup,Viðreisn,440
2022-05-31,Gallup,Flokkur Fólksins,296
2022-05-31,Gallup,Sósíalistaflokkurinn,232
2022-05-31,Gallup,Miðflokkurinn,199
2022-05-31,Gallup,Píratar,681
2022-05-31,Gallup,Samfylkingin,653
2022-05-31,Gallup,Vinstri Græn,375
2022-05-31,Gallup,Annað,9
2022-04-30,Gallup,Sjálfstæðisflokkurinn,816
2022-04-30,Gallup,Framsóknarflokkurinn,643
2022-04-30,Gallup,Viðreisn,396
2022-04-30,Gallup,Flokkur Fólksins,317
2022-04-30,Gallup,Sósíalistaflokkurinn,190
2022-04-30,Gallup,Miðflokkurinn,169
2022-04-30,Gallup,Píratar,597
2022-04-30,Gallup,Samfylkingin,564
2022-04-30,Gallup,Vinstri Græn,416
2022-04-30,Gallup,Annað,16
2022-03-31,Gallup,Sjálfstæðisflokkurinn,1042
2022-03-31,Gallup,Framsóknarflokkurinn,825.9999999999999
2022-03-31,Gallup,Viðreisn,418
2022-03-31,Gallup,Flokkur Fólksins,376
2022-03-31,Gallup,Sósíalistaflokkurinn,165
2022-03-31,Gallup,Miðflokkurinn,170
2022-03-31,Gallup,Píratar,546
2022-03-31,Gallup,Samfylkingin,514
2022-03-31,Gallup,Vinstri Græn,523
2022-03-31,Gallup,Annað,14
2022-02-28,Gallup,Sjálfstæðisflokkurinn,889
2022-02-28,Gallup,Framsóknarflokkurinn,735
2022-02-28,Gallup,Viðreisn,394
2022-02-28,Gallup,Flokkur Fólksins,304
2022-02-28,Gallup,Sósíalistaflokkurinn,158
2022-02-28,Gallup,Miðflokkurinn,158
2022-02-28,Gallup,Píratar,536
2022-02-28,Gallup,Samfylkingin,451
2022-02-28,Gallup,Vinstri Græn,426
2022-02-28,Gallup,Annað,8
2022-01-31,Gallup,Sjálfstæðisflokkurinn,1037
2022-01-31,Gallup,Framsóknarflokkurinn,787
2022-01-31,Gallup,Viðreisn,435
2022-01-31,Gallup,Flokkur Fólksins,407.00000000000006
2022-01-31,Gallup,Sósíalistaflokkurinn,199
2022-01-31,Gallup,Miðflokkurinn,171
2022-01-31,Gallup,Píratar,579
2022-01-31,Gallup,Samfylkingin,500
2022-01-31,Gallup,Vinstri Græn,495
2022-01-31,Gallup,Annað,19
2021-12-30,Gallup,Sjálfstæðisflokkurinn,1619
2021-12-30,Gallup,Framsóknarflokkurinn,1230
2021-12-30,Gallup,Viðreisn,605
2021-12-30,Gallup,Flokkur Fólksins,598
2021-12-30,Gallup,Sósíalistaflokkurinn,313
2021-12-30,Gallup,Miðflokkurinn,236
2021-12-30,Gallup,Píratar,869
2021-12-30,Gallup,Samfylkingin,730
2021-12-30,Gallup,Vinstri Græn,737
2021-12-30,Gallup,Annað,21
2021-11-30,Gallup,Sjálfstæðisflokkurinn,2006.9999999999998
2021-11-30,Gallup,Framsóknarflokkurinn,1503
2021-11-30,Gallup,Viðreisn,743
2021-11-30,Gallup,Flokkur Fólksins,706.9999999999999
2021-11-30,Gallup,Sósíalistaflokkurinn,388.99999999999994
2021-11-30,Gallup,Miðflokkurinn,336
2021-11-30,Gallup,Píratar,1043
2021-11-30,Gallup,Samfylkingin,946
2021-11-30,Gallup,Vinstri Græn,1149
2021-11-30,Gallup,Annað,18
2021-10-31,Gallup,Sjálfstæðisflokkurinn,1808
2021-10-31,Gallup,Framsóknarflokkurinn,1364
2021-10-31,Gallup,Viðreisn,706
2021-10-31,Gallup,Flokkur Fólksins,626
2021-10-31,Gallup,Sósíalistaflokkurinn,365
2021-10-31,Gallup,Miðflokkurinn,341
2021-10-31,Gallup,Píratar,872
2021-10-31,Gallup,Samfylkingin,777
2021-10-31,Gallup,Vinstri Græn,1063
2021-10-31,Gallup,Annað,16
2021-09-24,Gallup,Samfylkingin,605.934
2021-09-24,Gallup,Miðflokkurinn,327.012
2021-09-24,Gallup,Viðreisn,442.428
2021-09-24,Gallup,Sjálfstæðisflokkurinn,1125.306
2021-09-24,Gallup,Framsóknarflokkurinn,716.5409999999999
2021-09-24,Gallup,Píratar,423.19199999999995
2021-09-24,Gallup,Flokkur Fólksins,307.776
2021-09-24,Gallup,Sósíalistaflokkurinn,254.87699999999998
2021-09-24,Gallup,Vinstri Græn,577.0799999999999
2021-09-24,Gallup,Annað,28.854
2021-09-19,Gallup,Samfylkingin,488.315
2021-09-19,Gallup,Miðflokkurinn,238.39
2021-09-19,Gallup,Viðreisn,392.19
2021-09-19,Gallup,Sjálfstæðisflokkurinn,815.14
2021-09-19,Gallup,Framsóknarflokkurinn,507.54
2021-09-19,Gallup,Píratar,442.175
2021-09-19,Gallup,Flokkur Fólksins,269.15000000000003
2021-09-19,Gallup,Sósíalistaflokkurinn,280.685
2021-09-19,Gallup,Vinstri Græn,392.19
2021-09-19,Gallup,Annað,19.225
2021-09-12,Gallup,Samfylkingin,641.08
2021-09-12,Gallup,Miðflokkurinn,442.928
2021-09-12,Gallup,Viðreisn,576.972
2021-09-12,Gallup,Sjálfstæðisflokkurinn,1282.16
2021-09-12,Gallup,Framsóknarflokkurinn,751.812
2021-09-12,Gallup,Píratar,641.08
2021-09-12,Gallup,Flokkur Fólksins,285.572
2021-09-12,Gallup,Sósíalistaflokkurinn,454.584
2021-09-12,Gallup,Vinstri Græn,687.704
2021-09-12,Gallup,Annað,64.10799999999999
2021-08-29,Gallup,Samfylkingin,497.83500000000004
2021-08-29,Gallup,Miðflokkurinn,303.03000000000003
2021-08-29,Gallup,Viðreisn,458.87399999999997
2021-08-29,Gallup,Sjálfstæðisflokkurinn,1047.618
2021-08-29,Gallup,Framsóknarflokkurinn,419.913
2021-08-29,Gallup,Píratar,471.861
2021-08-29,Gallup,Flokkur Fólksins,212.121
2021-08-29,Gallup,Sósíalistaflokkurinn,354.978
2021-08-29,Gallup,Vinstri Græn,532.467
2021-08-29,Gallup,Annað,30.303
2021-08-15,Gallup,Samfylkingin,698.6560000000001
2021-08-15,Gallup,Miðflokkurinn,417.946
2021-08-15,Gallup,Viðreisn,567.658
2021-08-15,Gallup,Sjálfstæðisflokkurinn,1528.31
2021-08-15,Gallup,Framsóknarflokkurinn,648.752
2021-08-15,Gallup,Píratar,785.988
2021-08-15,Gallup,Flokkur Fólksins,255.758
2021-08-15,Gallup,Sósíalistaflokkurinn,417.946
2021-08-15,Gallup,Vinstri Græn,879.5579999999999
2021-08-15,Gallup,Annað,37.428
2021-07-28,Gallup,Samfylkingin,467.4
2021-07-28,Gallup,Miðflokkurinn,281.2
2021-07-28,Gallup,Viðreisn,330.59999999999997
2021-07-28,Gallup,Sjálfstæðisflokkurinn,915.8
2021-07-28,Gallup,Framsóknarflokkurinn,452.2
2021-07-28,Gallup,Píratar,463.59999999999997
2021-07-28,Gallup,Flokkur Fólksins,152
2021-07-28,Gallup,Sósíalistaflokkurinn,205.2
2021-07-28,Gallup,Vinstri Græn,524.4000000000001
2021-07-28,Gallup,Annað,7.6000000000000005
2021-06-29,Gallup,Samfylkingin,803.88
2021-06-29,Gallup,Miðflokkurinn,609
2021-06-29,Gallup,Viðreisn,885.08
2021-06-29,Gallup,Sjálfstæðisflokkurinn,1956.9199999999998
2021-06-29,Gallup,Framsóknarflokkurinn,836.3599999999999
2021-06-29,Gallup,Píratar,1047.48
2021-06-29,Gallup,Flokkur Fólksins,341.04
2021-06-29,Gallup,Sósíalistaflokkurinn,438.48
2021-06-29,Gallup,Vinstri Græn,1193.6399999999999
2021-06-29,Gallup,Annað,8.120000000000001
2021-05-31,Gallup,Samfylkingin,494.884
2021-05-31,Gallup,Miðflokkurinn,287.352
2021-05-31,Gallup,Viðreisn,435.019
2021-05-31,Gallup,Sjálfstæðisflokkurinn,937.885
2021-05-31,Gallup,Framsóknarflokkurinn,415.06399999999996
2021-05-31,Gallup,Píratar,439.01
2021-05-31,Gallup,Flokkur Fólksins,171.613
2021-05-31,Gallup,Sósíalistaflokkurinn,215.514
2021-05-31,Gallup,Vinstri Græn,586.677
2021-05-31,Gallup,Annað,7.982
2021-04-30,Gallup,Samfylkingin,478.91999999999996
2021-04-30,Gallup,Miðflokkurinn,327.262
2021-04-30,Gallup,Viðreisn,383.136
2021-04-30,Gallup,Sjálfstæðisflokkurinn,949.858
2021-04-30,Gallup,Framsóknarflokkurinn,403.091
2021-04-30,Gallup,Píratar,478.91999999999996
2021-04-30,Gallup,Flokkur Fólksins,187.577
2021-04-30,Gallup,Sósíalistaflokkurinn,199.55
2021-04-30,Gallup,Vinstri Græn,570.713
2021-04-30,Gallup,Annað,11.973
2021-03-29,Gallup,Samfylkingin,1251.712
2021-03-29,Gallup,Miðflokkurinn,936.32
2021-03-29,Gallup,Viðreisn,936.32
2021-03-29,Gallup,Sjálfstæðisflokkurinn,2266.88
2021-03-29,Gallup,Framsóknarflokkurinn,1094.016
2021-03-29,Gallup,Píratar,1133.44
2021-03-29,Gallup,Flokkur Fólksins,492.8
2021-03-29,Gallup,Sósíalistaflokkurinn,492.8
2021-03-29,Gallup,Vinstri Græn,1212.288
2021-03-29,Gallup,Annað,39.424
2021-02-28,Gallup,Samfylkingin,1307.232
2021-02-28,Gallup,Miðflokkurinn,662.694
2021-02-28,Gallup,Viðreisn,853.332
2021-02-28,Gallup,Sjálfstæðisflokkurinn,2078.862
2021-02-28,Gallup,Framsóknarflokkurinn,935.034
2021-02-28,Gallup,Píratar,1107.516
2021-02-28,Gallup,Flokkur Fólksins,363.12
2021-02-28,Gallup,Sósíalistaflokkurinn,526.524
2021-02-28,Gallup,Vinstri Græn,1216.452
2021-02-28,Gallup,Annað,27.234
2021-01-31,Gallup,Samfylkingin,1497.154
2021-01-31,Gallup,Miðflokkurinn,721.52
2021-01-31,Gallup,Viðreisn,1055.223
2021-01-31,Gallup,Sjálfstæðisflokkurinn,2047.313
2021-01-31,Gallup,Framsóknarflokkurinn,856.8050000000001
2021-01-31,Gallup,Píratar,1001.109
2021-01-31,Gallup,Flokkur Fólksins,351.741
2021-01-31,Gallup,Sósíalistaflokkurinn,342.722
2021-01-31,Gallup,Vinstri Græn,1154.432
2021-01-31,Gallup,Annað,0
2021-01-03,Gallup,Samfylkingin,1862.8600000000001
2021-01-03,Gallup,Miðflokkurinn,997.178
2021-01-03,Gallup,Viðreisn,1095.8
2021-01-03,Gallup,Sjálfstæðisflokkurinn,2597.046
2021-01-03,Gallup,Framsóknarflokkurinn,909.514
2021-01-03,Gallup,Píratar,1304.002
2021-01-03,Gallup,Flokkur Fólksins,471.19399999999996
2021-01-03,Gallup,Sósíalistaflokkurinn,416.404
2021-01-03,Gallup,Vinstri Græn,1282.086
2021-01-03,Gallup,Annað,21.916
2020-11-01,Gallup,Samfylkingin,1728.046
2020-11-01,Gallup,Miðflokkurinn,1082.7630000000001
2020-11-01,Gallup,Viðreisn,1268.692
2020-11-01,Gallup,Sjálfstæðisflokkurinn,2570.1949999999997
2020-11-01,Gallup,Framsóknarflokkurinn,842.149
2020-11-01,Gallup,Píratar,1323.377
2020-11-01,Gallup,Flokkur Fólksins,492.16499999999996
2020-11-01,Gallup,Sósíalistaflokkurinn,295.299
2020-11-01,Gallup,Vinstri Græn,1301.503
2020-11-01,Gallup,Annað,32.811
2020-08-31,Gallup,Samfylkingin,1393.413
2020-08-31,Gallup,Miðflokkurinn,938.421
2020-08-31,Gallup,Viðreisn,1004.774
2020-08-31,Gallup,Sjálfstæðisflokkurinn,2161.212
2020-08-31,Gallup,Framsóknarflokkurinn,748.841
2020-08-31,Gallup,Píratar,1298.623
2020-08-31,Gallup,Flokkur Fólksins,341.24399999999997
2020-08-31,Gallup,Sósíalistaflokkurinn,369.681
2020-08-31,Gallup,Vinstri Græn,1194.354
2020-08-31,Gallup,Annað,28.437
2020-05-03,Gallup,Samfylkingin,1521.864
2020-05-03,Gallup,Miðflokkurinn,1091.7720000000002
2020-05-03,Gallup,Viðreisn,1102.8
2020-05-03,Gallup,Sjálfstæðisflokkurinn,2768.028
2020-05-03,Gallup,Framsóknarflokkurinn,926.3520000000001
2020-05-03,Gallup,Píratar,1146.912
2020-05-03,Gallup,Flokkur Fólksins,485.23199999999997
2020-05-03,Gallup,Sósíalistaflokkurinn,441.12
2020-05-03,Gallup,Vinstri Græn,1521.864
2020-05-03,Gallup,Annað,22.056
2020-02-02,Gallup,Samfylkingin,1536.0059999999999
2020-02-02,Gallup,Miðflokkurinn,1084.75
2020-02-02,Gallup,Viðreisn,893.834
2020-02-02,Gallup,Sjálfstæðisflokkurinn,1874.4479999999999
2020-02-02,Gallup,Framsóknarflokkurinn,676.884
2020-02-02,Gallup,Píratar,997.97
2020-02-02,Gallup,Flokkur Fólksins,364.476
2020-02-02,Gallup,Sósíalistaflokkurinn,295.052
2020-02-02,Gallup,Vinstri Græn,911.1899999999999
2020-02-02,Gallup,Annað,43.39
2019-10-27,Gallup,Samfylkingin,1695.0539999999999
2019-10-27,Gallup,Miðflokkurinn,1126.77
2019-10-27,Gallup,Viðreisn,1009.194
2019-10-27,Gallup,Sjálfstæðisflokkurinn,2224.146
2019-10-27,Gallup,Framsóknarflokkurinn,803.436
2019-10-27,Gallup,Píratar,881.8199999999999
2019-10-27,Gallup,Flokkur Fólksins,450.70799999999997
2019-10-27,Gallup,Sósíalistaflokkurinn,254.748
2019-10-27,Gallup,Vinstri Græn,1312.932
2019-10-27,Gallup,Annað,39.192
2019-05-30,Gallup,Samfylkingin,1016.75
2019-05-30,Gallup,Miðflokkurinn,612.5
2019-05-30,Gallup,Viðreisn,667.625
2019-05-30,Gallup,Sjálfstæðisflokkurinn,1433.25
2019-05-30,Gallup,Framsóknarflokkurinn,520.625
2019-05-30,Gallup,Píratar,686
2019-05-30,Gallup,Flokkur Fólksins,196
2019-05-30,Gallup,Sósíalistaflokkurinn,226.625
2019-05-30,Gallup,Vinstri Græn,759.5
2019-05-30,Gallup,Annað,6.125
2019-01-31,Gallup,Samfylkingin,810.0310000000001
2019-01-31,Gallup,Miðflokkurinn,275.665
2019-01-31,Gallup,Viðreisn,385.931
2019-01-31,Gallup,Sjálfstæðisflokkurinn,992.394
2019-01-31,Gallup,Framsóknarflokkurinn,373.20799999999997
2019-01-31,Gallup,Píratar,538.607
