date,undirvisitala,lidur,value,flokkur_1,flokkur_2,flokkur_3
2004-03-01,01 Matur og drykkjarvörur,"Vægi, %",0.14800000000000002,01 Matur og drykkjarvörur,Samtals,Samtals
2004-03-01,01 Matur og drykkjarvörur,"Mánaðarbreyting, %",-0.0070999999999999995,01 Matur og drykkjarvörur,Samtals,Samtals
2004-03-01,01 Matur og drykkjarvörur,"Áhrif á vísitölu, %",-0.0011,01 Matur og drykkjarvörur,Samtals,Samtals
2004-04-01,01 Matur og drykkjarvörur,"Vægi, %",0.1508,01 Matur og drykkjarvörur,Samtals,Samtals
2004-04-01,01 Matur og drykkjarvörur,"Mánaðarbreyting, %",-0.0049,01 Matur og drykkjarvörur,Samtals,Samtals
2004-04-01,01 Matur og drykkjarvörur,"Áhrif á vísitölu, %",-7.000000000000001e-4,01 Matur og drykkjarvörur,Samtals,Samtals
2004-05-01,01 Matur og drykkjarvörur,"Vægi, %",0.1507,01 Matur og drykkjarvörur,Samtals,Samtals
2004-05-01,01 Matur og drykkjarvörur,"Mánaðarbreyting, %",0.0075,01 Matur og drykkjarvörur,Samtals,Samtals
2004-05-01,01 Matur og drykkjarvörur,"Áhrif á vísitölu, %",0.0011,01 Matur og drykkjarvörur,Samtals,Samtals
2004-06-01,01 Matur og drykkjarvörur,"Vægi, %",0.1507,01 Matur og drykkjarvörur,Samtals,Samtals
2004-06-01,01 Matur og drykkjarvörur,"Mánaðarbreyting, %",0.0072,01 Matur og drykkjarvörur,Samtals,Samtals
2004-06-01,01 Matur og drykkjarvörur,"Áhrif á vísitölu, %",0.0011,01 Matur og drykkjarvörur,Samtals,Samtals
2004-07-01,01 Matur og drykkjarvörur,"Vægi, %",0.1519,01 Matur og drykkjarvörur,Samtals,Samtals
2004-07-01,01 Matur og drykkjarvörur,"Mánaðarbreyting, %",0.0033,01 Matur og drykkjarvörur,Samtals,Samtals
2004-07-01,01 Matur og drykkjarvörur,"Áhrif á vísitölu, %",5e-4,01 Matur og drykkjarvörur,Samtals,Samtals
2004-08-01,01 Matur og drykkjarvörur,"Vægi, %",0.1522,01 Matur og drykkjarvörur,Samtals,Samtals
2004-08-01,01 Matur og drykkjarvörur,"Mánaðarbreyting, %",0.0018,01 Matur og drykkjarvörur,Samtals,Samtals
2004-08-01,01 Matur og drykkjarvörur,"Áhrif á vísitölu, %",3e-4,01 Matur og drykkjarvörur,Samtals,Samtals
2004-09-01,01 Matur og drykkjarvörur,"Vægi, %",0.1515,01 Matur og drykkjarvörur,Samtals,Samtals
2004-09-01,01 Matur og drykkjarvörur,"Mánaðarbreyting, %",2e-4,01 Matur og drykkjarvörur,Samtals,Samtals
2004-09-01,01 Matur og drykkjarvörur,"Áhrif á vísitölu, %",0,01 Matur og drykkjarvörur,Samtals,Samtals
2004-10-01,01 Matur og drykkjarvörur,"Vægi, %",0.15109999999999998,01 Matur og drykkjarvörur,Samtals,Samtals
2004-10-01,01 Matur og drykkjarvörur,"Mánaðarbreyting, %",0.0044,01 Matur og drykkjarvörur,Samtals,Samtals
2004-10-01,01 Matur og drykkjarvörur,"Áhrif á vísitölu, %",7.000000000000001e-4,01 Matur og drykkjarvörur,Samtals,Samtals
2004-11-01,01 Matur og drykkjarvörur,"Vægi, %",0.1508,01 Matur og drykkjarvörur,Samtals,Samtals
2004-11-01,01 Matur og drykkjarvörur,"Mánaðarbreyting, %",4e-4,01 Matur og drykkjarvörur,Samtals,Samtals
2004-11-01,01 Matur og drykkjarvörur,"Áhrif á vísitölu, %",1e-4,01 Matur og drykkjarvörur,Samtals,Samtals
2004-12-01,01 Matur og drykkjarvörur,"Vægi, %",0.1514,01 Matur og drykkjarvörur,Samtals,Samtals
2004-12-01,01 Matur og drykkjarvörur,"Mánaðarbreyting, %",0.0089,01 Matur og drykkjarvörur,Samtals,Samtals
2004-12-01,01 Matur og drykkjarvörur,"Áhrif á vísitölu, %",0.0013,01 Matur og drykkjarvörur,Samtals,Samtals
2005-01-01,01 Matur og drykkjarvörur,"Vægi, %",0.1521,01 Matur og drykkjarvörur,Samtals,Samtals
2005-01-01,01 Matur og drykkjarvörur,"Mánaðarbreyting, %",0.0052,01 Matur og drykkjarvörur,Samtals,Samtals
2005-01-01,01 Matur og drykkjarvörur,"Áhrif á vísitölu, %",8e-4,01 Matur og drykkjarvörur,Samtals,Samtals
2005-02-01,01 Matur og drykkjarvörur,"Vægi, %",0.1507,01 Matur og drykkjarvörur,Samtals,Samtals
2005-02-01,01 Matur og drykkjarvörur,"Mánaðarbreyting, %",-0.0070999999999999995,01 Matur og drykkjarvörur,Samtals,Samtals
2005-02-01,01 Matur og drykkjarvörur,"Áhrif á vísitölu, %",-0.0011,01 Matur og drykkjarvörur,Samtals,Samtals
2005-03-01,01 Matur og drykkjarvörur,"Vægi, %",0.1458,01 Matur og drykkjarvörur,Samtals,Samtals
2005-03-01,01 Matur og drykkjarvörur,"Mánaðarbreyting, %",-0.0253,01 Matur og drykkjarvörur,Samtals,Samtals
2005-03-01,01 Matur og drykkjarvörur,"Áhrif á vísitölu, %",-0.0038,01 Matur og drykkjarvörur,Samtals,Samtals
2005-04-01,01 Matur og drykkjarvörur,"Vægi, %",0.1401,01 Matur og drykkjarvörur,Samtals,Samtals
2005-04-01,01 Matur og drykkjarvörur,"Mánaðarbreyting, %",-0.0269,01 Matur og drykkjarvörur,Samtals,Samtals
2005-04-01,01 Matur og drykkjarvörur,"Áhrif á vísitölu, %",-0.0039000000000000003,01 Matur og drykkjarvörur,Samtals,Samtals
2005-05-01,01 Matur og drykkjarvörur,"Vægi, %",0.1346,01 Matur og drykkjarvörur,Samtals,Samtals
2005-05-01,01 Matur og drykkjarvörur,"Mánaðarbreyting, %",-0.043899999999999995,01 Matur og drykkjarvörur,Samtals,Samtals
2005-05-01,01 Matur og drykkjarvörur,"Áhrif á vísitölu, %",-0.0062,01 Matur og drykkjarvörur,Samtals,Samtals
2005-06-01,01 Matur og drykkjarvörur,"Vægi, %",0.1365,01 Matur og drykkjarvörur,Samtals,Samtals
2005-06-01,01 Matur og drykkjarvörur,"Mánaðarbreyting, %",0.021099999999999997,01 Matur og drykkjarvörur,Samtals,Samtals
2005-06-01,01 Matur og drykkjarvörur,"Áhrif á vísitölu, %",0.0028000000000000004,01 Matur og drykkjarvörur,Samtals,Samtals
2005-07-01,01 Matur og drykkjarvörur,"Vægi, %",0.13720000000000002,01 Matur og drykkjarvörur,Samtals,Samtals
2005-07-01,01 Matur og drykkjarvörur,"Mánaðarbreyting, %",0.006500000000000001,01 Matur og drykkjarvörur,Samtals,Samtals
2005-07-01,01 Matur og drykkjarvörur,"Áhrif á vísitölu, %",9e-4,01 Matur og drykkjarvörur,Samtals,Samtals
2005-08-01,01 Matur og drykkjarvörur,"Vægi, %",0.1381,01 Matur og drykkjarvörur,Samtals,Samtals
2005-08-01,01 Matur og drykkjarvörur,"Mánaðarbreyting, %",0.008199999999999999,01 Matur og drykkjarvörur,Samtals,Samtals
2005-08-01,01 Matur og drykkjarvörur,"Áhrif á vísitölu, %",0.0011,01 Matur og drykkjarvörur,Samtals,Samtals
2005-09-01,01 Matur og drykkjarvörur,"Vægi, %",0.1388,01 Matur og drykkjarvörur,Samtals,Samtals
2005-09-01,01 Matur og drykkjarvörur,"Mánaðarbreyting, %",0.0206,01 Matur og drykkjarvörur,Samtals,Samtals
2005-09-01,01 Matur og drykkjarvörur,"Áhrif á vísitölu, %",0.0028000000000000004,01 Matur og drykkjarvörur,Samtals,Samtals
2005-10-01,01 Matur og drykkjarvörur,"Vægi, %",0.1402,01 Matur og drykkjarvörur,Samtals,Samtals
2005-10-01,01 Matur og drykkjarvörur,"Mánaðarbreyting, %",0.0165,01 Matur og drykkjarvörur,Samtals,Samtals
2005-10-01,01 Matur og drykkjarvörur,"Áhrif á vísitölu, %",0.0023,01 Matur og drykkjarvörur,Samtals,Samtals
2005-11-01,01 Matur og drykkjarvörur,"Vægi, %",0.1402,01 Matur og drykkjarvörur,Samtals,Samtals
2005-11-01,01 Matur og drykkjarvörur,"Mánaðarbreyting, %",-0.0023,01 Matur og drykkjarvörur,Samtals,Samtals
2005-11-01,01 Matur og drykkjarvörur,"Áhrif á vísitölu, %",-3e-4,01 Matur og drykkjarvörur,Samtals,Samtals
2005-12-01,01 Matur og drykkjarvörur,"Vægi, %",0.1401,01 Matur og drykkjarvörur,Samtals,Samtals
2005-12-01,01 Matur og drykkjarvörur,"Mánaðarbreyting, %",0.0036,01 Matur og drykkjarvörur,Samtals,Samtals
2005-12-01,01 Matur og drykkjarvörur,"Áhrif á vísitölu, %",5e-4,01 Matur og drykkjarvörur,Samtals,Samtals
2006-01-01,01 Matur og drykkjarvörur,"Vægi, %",0.1426,01 Matur og drykkjarvörur,Samtals,Samtals
2006-01-01,01 Matur og drykkjarvörur,"Mánaðarbreyting, %",0.021099999999999997,01 Matur og drykkjarvörur,Samtals,Samtals
2006-01-01,01 Matur og drykkjarvörur,"Áhrif á vísitölu, %",0.003,01 Matur og drykkjarvörur,Samtals,Samtals
2006-02-01,01 Matur og drykkjarvörur,"Vægi, %",0.1434,01 Matur og drykkjarvörur,Samtals,Samtals
2006-02-01,01 Matur og drykkjarvörur,"Mánaðarbreyting, %",0.0046,01 Matur og drykkjarvörur,Samtals,Samtals
2006-02-01,01 Matur og drykkjarvörur,"Áhrif á vísitölu, %",7.000000000000001e-4,01 Matur og drykkjarvörur,Samtals,Samtals
2006-03-01,01 Matur og drykkjarvörur,"Vægi, %",0.142,01 Matur og drykkjarvörur,Samtals,Samtals
2006-03-01,01 Matur og drykkjarvörur,"Mánaðarbreyting, %",0.0012,01 Matur og drykkjarvörur,Samtals,Samtals
2006-03-01,01 Matur og drykkjarvörur,"Áhrif á vísitölu, %",2e-4,01 Matur og drykkjarvörur,Samtals,Samtals
2006-04-01,01 Matur og drykkjarvörur,"Vægi, %",0.1319,01 Matur og drykkjarvörur,Samtals,Samtals
2006-04-01,01 Matur og drykkjarvörur,"Mánaðarbreyting, %",0.0043,01 Matur og drykkjarvörur,Samtals,Samtals
2006-04-01,01 Matur og drykkjarvörur,"Áhrif á vísitölu, %",6e-4,01 Matur og drykkjarvörur,Samtals,Samtals
2006-05-01,01 Matur og drykkjarvörur,"Vægi, %",0.1292,01 Matur og drykkjarvörur,Samtals,Samtals
2006-05-01,01 Matur og drykkjarvörur,"Mánaðarbreyting, %",-0.006,01 Matur og drykkjarvörur,Samtals,Samtals
2006-05-01,01 Matur og drykkjarvörur,"Áhrif á vísitölu, %",-8e-4,01 Matur og drykkjarvörur,Samtals,Samtals
2006-06-01,01 Matur og drykkjarvörur,"Vægi, %",0.1325,01 Matur og drykkjarvörur,Samtals,Samtals
2006-06-01,01 Matur og drykkjarvörur,"Mánaðarbreyting, %",0.0375,01 Matur og drykkjarvörur,Samtals,Samtals
2006-06-01,01 Matur og drykkjarvörur,"Áhrif á vísitölu, %",0.0048,01 Matur og drykkjarvörur,Samtals,Samtals
2006-07-01,01 Matur og drykkjarvörur,"Vægi, %",0.1338,01 Matur og drykkjarvörur,Samtals,Samtals
2006-07-01,01 Matur og drykkjarvörur,"Mánaðarbreyting, %",0.0144,01 Matur og drykkjarvörur,Samtals,Samtals
2006-07-01,01 Matur og drykkjarvörur,"Áhrif á vísitölu, %",0.0019,01 Matur og drykkjarvörur,Samtals,Samtals
2006-08-01,01 Matur og drykkjarvörur,"Vægi, %",0.1343,01 Matur og drykkjarvörur,Samtals,Samtals
2006-08-01,01 Matur og drykkjarvörur,"Mánaðarbreyting, %",0.0076,01 Matur og drykkjarvörur,Samtals,Samtals
2006-08-01,01 Matur og drykkjarvörur,"Áhrif á vísitölu, %",0.001,01 Matur og drykkjarvörur,Samtals,Samtals
2006-09-01,01 Matur og drykkjarvörur,"Vægi, %",0.1356,01 Matur og drykkjarvörur,Samtals,Samtals
2006-09-01,01 Matur og drykkjarvörur,"Mánaðarbreyting, %",0.0158,01 Matur og drykkjarvörur,Samtals,Samtals
2006-09-01,01 Matur og drykkjarvörur,"Áhrif á vísitölu, %",0.0021,01 Matur og drykkjarvörur,Samtals,Samtals
2006-10-01,01 Matur og drykkjarvörur,"Vægi, %",0.13419999999999999,01 Matur og drykkjarvörur,Samtals,Samtals
2006-10-01,01 Matur og drykkjarvörur,"Mánaðarbreyting, %",-0.0084,01 Matur og drykkjarvörur,Samtals,Samtals
2006-10-01,01 Matur og drykkjarvörur,"Áhrif á vísitölu, %",-0.0011,01 Matur og drykkjarvörur,Samtals,Samtals
2006-11-01,01 Matur og drykkjarvörur,"Vægi, %",0.134,01 Matur og drykkjarvörur,Samtals,Samtals
2006-11-01,01 Matur og drykkjarvörur,"Mánaðarbreyting, %",-0.002,01 Matur og drykkjarvörur,Samtals,Samtals
2006-11-01,01 Matur og drykkjarvörur,"Áhrif á vísitölu, %",-3e-4,01 Matur og drykkjarvörur,Samtals,Samtals
2006-12-01,01 Matur og drykkjarvörur,"Vægi, %",0.1334,01 Matur og drykkjarvörur,Samtals,Samtals
2006-12-01,01 Matur og drykkjarvörur,"Mánaðarbreyting, %",-0.0040999999999999995,01 Matur og drykkjarvörur,Samtals,Samtals
2006-12-01,01 Matur og drykkjarvörur,"Áhrif á vísitölu, %",-6e-4,01 Matur og drykkjarvörur,Samtals,Samtals
2007-01-01,01 Matur og drykkjarvörur,"Vægi, %",0.1358,01 Matur og drykkjarvörur,Samtals,Samtals
2007-01-01,01 Matur og drykkjarvörur,"Mánaðarbreyting, %",0.0204,01 Matur og drykkjarvörur,Samtals,Samtals
2007-01-01,01 Matur og drykkjarvörur,"Áhrif á vísitölu, %",0.0027,01 Matur og drykkjarvörur,Samtals,Samtals
2007-02-01,01 Matur og drykkjarvörur,"Vægi, %",0.1354,01 Matur og drykkjarvörur,Samtals,Samtals
2007-02-01,01 Matur og drykkjarvörur,"Mánaðarbreyting, %",0.0017000000000000001,01 Matur og drykkjarvörur,Samtals,Samtals
2007-02-01,01 Matur og drykkjarvörur,"Áhrif á vísitölu, %",2e-4,01 Matur og drykkjarvörur,Samtals,Samtals
2007-03-01,01 Matur og drykkjarvörur,"Vægi, %",0.1258,01 Matur og drykkjarvörur,Samtals,Samtals
2007-03-01,01 Matur og drykkjarvörur,"Mánaðarbreyting, %",-0.07440000000000001,01 Matur og drykkjarvörur,Samtals,Samtals
2007-03-01,01 Matur og drykkjarvörur,"Áhrif á vísitölu, %",-0.0101,01 Matur og drykkjarvörur,Samtals,Samtals
2007-04-01,01 Matur og drykkjarvörur,"Vægi, %",0.12300000000000001,01 Matur og drykkjarvörur,Samtals,Samtals
2007-04-01,01 Matur og drykkjarvörur,"Mánaðarbreyting, %",-0.0092,01 Matur og drykkjarvörur,Samtals,Samtals
2007-04-01,01 Matur og drykkjarvörur,"Áhrif á vísitölu, %",-0.0012,01 Matur og drykkjarvörur,Samtals,Samtals
2007-05-01,01 Matur og drykkjarvörur,"Vægi, %",0.12359999999999999,01 Matur og drykkjarvörur,Samtals,Samtals
2007-05-01,01 Matur og drykkjarvörur,"Mánaðarbreyting, %",0.013000000000000001,01 Matur og drykkjarvörur,Samtals,Samtals
2007-05-01,01 Matur og drykkjarvörur,"Áhrif á vísitölu, %",0.0016,01 Matur og drykkjarvörur,Samtals,Samtals
2007-06-01,01 Matur og drykkjarvörur,"Vægi, %",0.12240000000000001,01 Matur og drykkjarvörur,Samtals,Samtals
2007-06-01,01 Matur og drykkjarvörur,"Mánaðarbreyting, %",-0.0043,01 Matur og drykkjarvörur,Samtals,Samtals
2007-06-01,01 Matur og drykkjarvörur,"Áhrif á vísitölu, %",-5e-4,01 Matur og drykkjarvörur,Samtals,Samtals
2007-07-01,01 Matur og drykkjarvörur,"Vægi, %",0.1226,01 Matur og drykkjarvörur,Samtals,Samtals
2007-07-01,01 Matur og drykkjarvörur,"Mánaðarbreyting, %",0.0038,01 Matur og drykkjarvörur,Samtals,Samtals
2007-07-01,01 Matur og drykkjarvörur,"Áhrif á vísitölu, %",5e-4,01 Matur og drykkjarvörur,Samtals,Samtals
2007-08-01,01 Matur og drykkjarvörur,"Vægi, %",0.12269999999999999,01 Matur og drykkjarvörur,Samtals,Samtals
2007-08-01,01 Matur og drykkjarvörur,"Mánaðarbreyting, %",0.0014000000000000002,01 Matur og drykkjarvörur,Samtals,Samtals
2007-08-01,01 Matur og drykkjarvörur,"Áhrif á vísitölu, %",2e-4,01 Matur og drykkjarvörur,Samtals,Samtals
2007-09-01,01 Matur og drykkjarvörur,"Vægi, %",0.122,01 Matur og drykkjarvörur,Samtals,Samtals
2007-09-01,01 Matur og drykkjarvörur,"Mánaðarbreyting, %",0.0068000000000000005,01 Matur og drykkjarvörur,Samtals,Samtals
2007-09-01,01 Matur og drykkjarvörur,"Áhrif á vísitölu, %",8e-4,01 Matur og drykkjarvörur,Samtals,Samtals
2007-10-01,01 Matur og drykkjarvörur,"Vægi, %",0.1226,01 Matur og drykkjarvörur,Samtals,Samtals
2007-10-01,01 Matur og drykkjarvörur,"Mánaðarbreyting, %",0.01,01 Matur og drykkjarvörur,Samtals,Samtals
2007-10-01,01 Matur og drykkjarvörur,"Áhrif á vísitölu, %",0.0012,01 Matur og drykkjarvörur,Samtals,Samtals
2007-11-01,01 Matur og drykkjarvörur,"Vægi, %",0.12119999999999999,01 Matur og drykkjarvörur,Samtals,Samtals
2007-11-01,01 Matur og drykkjarvörur,"Mánaðarbreyting, %",-0.0049,01 Matur og drykkjarvörur,Samtals,Samtals
2007-11-01,01 Matur og drykkjarvörur,"Áhrif á vísitölu, %",-6e-4,01 Matur og drykkjarvörur,Samtals,Samtals
2007-12-01,01 Matur og drykkjarvörur,"Vægi, %",0.12210000000000001,01 Matur og drykkjarvörur,Samtals,Samtals
2007-12-01,01 Matur og drykkjarvörur,"Mánaðarbreyting, %",0.0148,01 Matur og drykkjarvörur,Samtals,Samtals
2007-12-01,01 Matur og drykkjarvörur,"Áhrif á vísitölu, %",0.0018,01 Matur og drykkjarvörur,Samtals,Samtals
2008-01-01,01 Matur og drykkjarvörur,"Vægi, %",0.1246,01 Matur og drykkjarvörur,Samtals,Samtals
2008-01-01,01 Matur og drykkjarvörur,"Mánaðarbreyting, %",0.0223,01 Matur og drykkjarvörur,Samtals,Samtals
2008-01-01,01 Matur og drykkjarvörur,"Áhrif á vísitölu, %",0.0027,01 Matur og drykkjarvörur,Samtals,Samtals
2008-02-01,01 Matur og drykkjarvörur,"Vægi, %",0.1241,01 Matur og drykkjarvörur,Samtals,Samtals
2008-02-01,01 Matur og drykkjarvörur,"Mánaðarbreyting, %",0.0092,01 Matur og drykkjarvörur,Samtals,Samtals
2008-02-01,01 Matur og drykkjarvörur,"Áhrif á vísitölu, %",0.0012,01 Matur og drykkjarvörur,Samtals,Samtals
2008-03-01,01 Matur og drykkjarvörur,"Vægi, %",0.12269999999999999,01 Matur og drykkjarvörur,Samtals,Samtals
2008-03-01,01 Matur og drykkjarvörur,"Mánaðarbreyting, %",0.0034999999999999996,01 Matur og drykkjarvörur,Samtals,Samtals
2008-03-01,01 Matur og drykkjarvörur,"Áhrif á vísitölu, %",4e-4,01 Matur og drykkjarvörur,Samtals,Samtals
2008-04-01,01 Matur og drykkjarvörur,"Vægi, %",0.12369999999999999,01 Matur og drykkjarvörur,Samtals,Samtals
2008-04-01,01 Matur og drykkjarvörur,"Mánaðarbreyting, %",0.0638,01 Matur og drykkjarvörur,Samtals,Samtals
2008-04-01,01 Matur og drykkjarvörur,"Áhrif á vísitölu, %",0.0077,01 Matur og drykkjarvörur,Samtals,Samtals
2008-05-01,01 Matur og drykkjarvörur,"Vægi, %",0.1243,01 Matur og drykkjarvörur,Samtals,Samtals
2008-05-01,01 Matur og drykkjarvörur,"Mánaðarbreyting, %",0.0187,01 Matur og drykkjarvörur,Samtals,Samtals
2008-05-01,01 Matur og drykkjarvörur,"Áhrif á vísitölu, %",0.0023,01 Matur og drykkjarvörur,Samtals,Samtals
2008-06-01,01 Matur og drykkjarvörur,"Vægi, %",0.124,01 Matur og drykkjarvörur,Samtals,Samtals
2008-06-01,01 Matur og drykkjarvörur,"Mánaðarbreyting, %",0.0063,01 Matur og drykkjarvörur,Samtals,Samtals
2008-06-01,01 Matur og drykkjarvörur,"Áhrif á vísitölu, %",8e-4,01 Matur og drykkjarvörur,Samtals,Samtals
